X,Y
0,413.9407518315802
0,423.9330580583841
0,433.93626092395374
1.6076670259889214,443.7054901155886
8.185739092901349,451.0505099669248
17.721330910019113,453.55040913677533
27.705340682991327,453.0950040308028
37.62055992976147,451.82612337039114
47.39944296642729,449.7454906176788
56.97418339614892,446.86461961469905
66.27753808744252,443.20429161690925
75.24368603515626,438.7939372558594
83.81872434936514,433.66463859601697
91.95872805225486,427.8446438475846
99.58495567428498,421.3941883958887
106.67477619580683,414.33465765654245
113.16455708383322,406.72760690930187
119.01173470937053,398.6227863097671
124.17714244353003,390.0717783179698
128.63488661503783,381.1063736724501
132.32928407278683,371.832986438593
135.25350096075294,362.2641477010137
137.37499259899906,352.5001733905829
138.68814178934508,342.57378137173976
139.1847133579038,332.60024344283005
139.19,322.5962075292785
144.75908399296122,326.02175314108837
151.96393435906268,332.9473568626518
159.32207226220942,339.7244378181564
166.8266532319412,346.34024562764165
174.47093451496357,352.7822841787577
182.26050802200845,359.0479178409398
190.20199285459046,365.13360219213644
198.27757261456765,371.01666143350235
206.50728538481957,376.70177076774667
214.87353906910118,382.16594266449334
223.39783853033666,387.41139323296073
232.04919744936078,392.4069770959737
240.86352419814978,397.16026786568074
249.7956261053535,401.63344461204787
258.8823833523156,405.83115802368104
268.0915985866292,409.7235741586473
277.41841471778565,413.2949728291354
286.8869386679594,416.53885153548646
296.46375805232833,419.42763650831074
306.1290451024683,421.94153372603455
315.9071278048401,424.07181850061284
325.76319756701844,425.7955425866764
335.6766178114144,427.0963403095948
345.62636315680703,427.96053074945854
355.62171178968276,428.3779061834721
365.624460575815,428.3254839309095
375.5956384085647,427.737899788247
385.53813674739155,426.5781265973644
395.38657986186297,424.8217585026395
405.09313749457255,422.44974857126965
414.6247754346443,419.44427031807004
423.934414446621,415.7959266810075
432.96419632235074,411.5078907635163
441.6721566453175,406.5854099987727
449.99642785818406,401.05527178211065
457.9031400633786,394.9384188078406
465.3512497346726,388.269948622911
472.3050165531256,381.0920286363622
478.74224089805267,373.44282873328103
484.64345757906324,365.36390845799275
489.98544554040006,356.9109650069082
494.7624882589407,348.1205698548882
498.95869058014597,339.053481432205
502.57712024138687,329.7364166192755
505.6142776864117,320.2072902209174
508.066663358969,310.50401704194854
509.92670086984543,300.6902128096468
511.19804668043463,290.7785035125314
511.87722843298667,280.80650928209474
511.96049275364567,270.7988379560246
511.4430825728472,260.8062100433383
510.3233642500189,250.87926782926738
508.59493968929706,241.02988626217268
506.25538734224966,231.30880082594922
503.3054634451533,221.76607988135996
499.73400374179454,212.41459895298837
495.55267735076075,203.32801389961
490.76954256554586,194.5530609049933
485.3959452772328,186.13416914377808
479.4382400254211,178.10262424590405
472.9210258760706,170.50831811004787
465.89520305493033,163.4141484151716
458.3603255403315,156.81961237042594
450.4014001000447,150.7914109308472
442.0240791724424,145.31905212722742
433.30569058588014,140.43493161050037
424.28031345740607,136.13346688684305
414.99601713728816,132.41144956493196
405.50321314135863,129.2599928056527
395.854469889826,126.66461708506452
34.186,410.52148943552277
34.18600000000001,400.52897111933964
34.186,390.52058754117036
34.186,380.51195420027545
34.186,370.51969257546773
34.186,360.5130264607684
34.368948067656135,350.52372362790913
35.47959101169878,340.58316791013704
37.59562706006318,330.82279597916454
40.70746567591804,321.3267635383726
44.788996646464355,312.1954721467439
49.78937719999708,303.54000925892086
55.649341544962354,295.4455706282035
62.29744649329234,287.9872904413513
67.31537188715534,279.49514344027443
66.82617497280008,269.6455316974899
61.11614244009992,261.5647653432818
54.58668386048079,253.981465090692
48.867623601885626,245.78269907923564
44.025154619013605,237.04742480661008
40.106490830412014,227.84644729963162
37.16158066582586,218.29127088144696
35.21857226115546,208.50098334774498
34.28017429303098,198.54184654557795
34.18599999999999,188.54342235258048
34.18599999999999,178.55599388416852
34.18599999999999,168.541179092044
34.18599999999999,158.55288626756703
34.18599999999999,148.53691263019175
34.18599999999999,138.55122924400678
38.60434239934684,134.06696007153346
48.14458384235202,137.06706215948608
57.263752736000335,141.13078656051587
65.87652096438532,146.21383845954094
73.84937347989305,152.2308312895554
81.10271540168114,159.11601622711586
87.52955542562066,166.76747725538223
93.05245828700997,175.09562567263188
97.59447684445061,183.99465503109025
101.09220324329846,193.35410490282158
103.49759709502435,203.0610239319584
104.77742439010026,212.97139630850995
105.00399999999999,222.97686041011752
105.00399999999999,232.97753035197604
105.00399999999999,242.97359420355005
105.00399999999999,252.96725582692656
105.00399999999998,262.9709589222267
105.00399999999999,272.9665863842851
105.004,282.9658522551758
105.00399999999999,292.9620249982969
105.00399999999999,302.9681501322811
105.00399999999999,312.9645195029275
105.00399999999999,322.9637376593025
104.99120723775704,332.96534725400124
104.25697613676567,342.9408383888385
102.39544366863139,352.7540114025794
99.42351119712157,362.2907202291174
95.37623396493964,371.4355574328703
90.32152148139276,380.0496673337241
84.31523687637649,388.04963592325845
77.45785658354893,395.3095833387838
69.81155759944792,401.7644512153638
61.497532816237985,407.30687809603734
52.61104264204762,411.86980359513495
43.248382238202055,415.3941519672346
395.13441875096134,388.2105294298086
389.6949172986327,379.81998948909506
384.6811554838625,371.1606039456445
380.11658670418007,362.27308220709256
376.0018800023327,353.1600734507963
372.35062257774786,343.8514879713025
369.1692870414926,334.3646464042707
366.4679667330906,324.73153481148927
364.25678212760704,314.9994633845637
362.52933959443897,305.14493638850155
361.2950585718692,295.21591129777954
360.55688995898277,285.2467084241348
360.314919175245,275.2428328977035
360.56992466711637,265.25337728645866
361.3212705947268,255.2838614284068
362.56903292995366,245.35431479805024
364.30749751539435,235.51335113843044
366.53603419986734,225.76605520402083
369.2482320973174,216.14580869265558
372.43986549078153,206.6712567406523
376.1067199538097,197.36070423557914
380.23165959828543,188.25884008445547
384.81342332663553,179.36859163701837
389.8299872207186,170.73180953180693
395.2880495650162,162.3373815139875
404.55425463971017,165.26865486538213
413.6987699269016,169.34546382994887
422.45467381330184,174.1424857977886
430.78837640239897,179.67323431132965
438.60374629457874,185.90089115980396
445.8446903679865,192.79662090074913
452.44837870567363,200.3082571428724
458.3622973361344,208.3717401681772
463.5445943985082,216.91276728256597
467.9786335577872,225.88095918384286
471.6304104008686,235.173491264487
474.5000663702557,244.74853876755455
476.57622369805654,254.5301146255615
477.8546487408812,264.4577506079135
478.33083616509157,274.4352156655486
478.0064400624435,284.4360388220236
476.882579033143,294.36373223117425
474.95936674711186,304.17454666378956
472.2422696692769,313.79043777761626
468.7354755532602,323.1515194117996
464.4514460809872,332.1828597408967
459.40820136778297,340.81289240770843
453.62925856646,348.974433164393
447.15595554347965,356.5922968727699
440.02656540654107,363.6138106243312
432.314570935511,369.97121216146445
424.0759614570343,375.63445427641005
415.38869248511025,380.57412481547954
406.3208260503112,384.7835892970018
396.94395056647414,388.2666888321672
292.01820726777726,93.03194169875697
301.9053121083695,94.53671404741891
311.56193655929553,97.15397375286395
320.84630690970835,100.85017255259864
329.6382402034644,105.57600704733468
337.8518894218181,111.28864915075083
345.34802596862085,117.89308832730003
346.1989854369126,122.77353850520751
336.24606736846494,123.61074157041669
326.32570130382163,124.88679404631574
316.464530446813,126.58721303329081
306.68862407231575,128.69390005266266
297.0037701923308,131.1909156498686
287.43514252633094,134.05611524465178
277.9687148972399,137.27834114217745
268.61024009598714,140.84175088226866
259.40288941475006,144.71402334647627
250.31400269821,148.89334249869506
241.36746498428266,153.35462940899998
232.55021476021085,158.09056892504037
223.88554982385784,163.07511713863164
215.36088125080425,168.30224490877953
206.9818223765266,173.75649381802407
198.7539865365015,179.42240544890518
195.77360875931862,175.48457771915284
196.91145481844805,165.54779342172108
199.17626182092926,155.8094854442622
202.53705419861288,146.4049013773463
206.95320005452913,137.436107393012
212.35369109148346,129.033030335268
218.67981877013324,121.27880003229811
225.82062383792567,114.30251811293277
233.71250404484033,108.16482278075836
242.2377369275821,102.9635204070787
251.31447528456857,98.75747436165908
260.7969888020091,95.62113772046298
270.58237457358814,93.58901724441884
280.5349959833888,92.68452686239671
148.72980795152785,270.1136327343533
155.44310217700067,262.7042132121577
162.322684646647,255.4613046315319
169.38507225052012,248.3682280363343
176.6058154337438,241.45211117324075
183.99463097286224,234.70727619266512
191.54006979223314,228.14957814322975
199.24318768733212,221.78451733384367
207.1188617092221,215.6087973426346
215.14584359156206,209.64914406876107
223.32794039492032,203.91312398684863
231.68316440991376,198.4012592883663
240.19090269901716,193.1415431285633
248.84322802617874,188.1529225343947
257.6597827549109,183.44031670493098
266.6475158110165,179.01948732808427
275.7713029139432,174.92702231935868
285.03744007639,171.17923415081262
294.4525942481663,167.795211405525
303.99454604077397,164.80558795393785
313.6403174539525,162.2390596601486
323.41058507375175,160.11352638782412
333.2819676671514,158.45948083658504
343.21558215110554,157.30644098520585
353.20179089111747,156.6770063001282
356.0634833776847,160.67898926350813
351.34197195390175,169.50324893089171
347.0127434489123,178.51365922980312
343.07959899743514,187.69732672089668
339.5412732910942,197.05545669570213
336.40793584532,206.5606124568961
333.6910540585566,216.16969754003233
331.38431787947707,225.89754992874464
329.4915844229625,235.73002136601468
328.022432652229,245.60774905174424
326.9711981332313,255.56064589510157
326.3436410813233,265.52873552969555
326.13792288632976,275.54213633210367
326.35533082578326,285.52545701503584
326.99594086275175,295.5088504665085
328.0578684895597,305.447150212728
329.5418091455232,315.3403975334374
331.4446132451848,325.15875984316466
333.7644185809173,334.8875792090606
336.4948983090594,344.49780282608424
339.6373952901024,353.9899100048451
343.18432615453,363.3355419269204
347.13831098395104,372.53523973098834
351.47653860603583,381.53397076151884
356.206759016864,390.34724491336203
352.8976142980894,394.0857044146882
342.92202377428765,393.4411689446505
333.002889047908,392.2754671070108
323.13479237231996,390.6084657588103
313.37141450479646,388.4713358855627
303.7067460374974,385.8863267791733
294.16394932710097,382.882336289974
284.7654632241698,379.490315426219
275.4903612271175,375.72474057887496
266.3887417671245,371.62805751069163
257.41161235101504,367.19863207084074
248.60809941719438,362.47944169656023
239.9442022977505,357.47039017204776
231.44107580556636,352.1995098178302
223.10589082047554,346.687364402187
214.92016540536918,340.93572811917096
206.89228620001344,334.9624748719463
199.0306398441745,328.78547856367715
191.33166835859473,322.41247162875135
183.79299399981568,315.8501839971502
176.41355915979574,309.10462056013756
169.1937732938281,302.18133981936404
162.14633824042323,295.0967180735264
155.25337464456055,287.834455356871
148.54161198568343,280.4225469427109
437.6688896408081,241.3723328323364
433.4152099633424,232.46255897603163
425.207979924798,226.9697888997793
415.33013450629824,226.45110168072392
406.5926291983768,231.04998647829774
401.42308048302607,239.46855248529954
401.28887440525,249.35105745483935
406.2266222898623,257.9069342755286
414.8475083163995,262.7457464685272
424.7126844321545,262.496129038414
433.07750307536986,257.22592972040104
437.57518359375,248.42591796874996
